smiles,D,SA
O=Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC1=NNC2=NN=CC=NN21,6.464442,4.025297390022796
COCC(COCC(F)([N+](=O)[O-])[N+](=O)[O-])C(=O)C12C=C([N+](=O)[O-])C([N+](=O)[O-])=CC1=NN=N2,6.7012177,5.06640293671366
Cn1nc([N+](=O)[O-])c2c(Nc3cnon3)nc2nc2ncc([N+](=O)[O-])cc([N+](=O)[O-])cc2c1[N+](=O)[O-],6.7978053,4.190281159403638
CC(CN1CC2(CC[N+](=O)[O-])CCNC(=N[N+](=O)[O-])NCN2C=NN=CN2N(n3cc([N+](=O)[O-])cn3)CC2(CC#N)C1)([N+](=O)[O-])[N+](=O)[O-],6.3096404,6.379509248515938
O=[N+]([O-])OCCC(CCCN(CCC12N=NN=C1C=C([N+](=O)[O-])C=C2[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.0082283,5.115932183371223
Cc1c([N+](=O)[O-])ccc(CCC(CCc2c(C=O)cc([N+](=O)[O-])cc2[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1[N+](=O)[O-],6.423238,3.5984385822714398
O=[N+]([O-])c1nnc(-n2ccnn2)o1,7.8366833,3.8228846564537324
CC(=O)C(C(=O)n1ncc([N+](=O)[O-])n1)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],6.7828846,3.8485074661247953
O=[N+]([O-])C1=CC2(CN(COCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])N=CN=C2C([N+](=O)[O-])=C1,7.481896,5.038184965123845
CC(C)(CON1CCN(n2nccn2)C2C1N(n1cnnc1)CCN2NCC(C)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],6.1632705,5.551703858037126
CC(CNN1CN2CN(O)CC(O)=C([N+](=O)[O-])C=C([N+](=O)[O-])C=C(C2=O)N(Nc2cnon2)C1)([N+](=O)[O-])[N+](=O)[O-],6.5993896,6.402733748557187
O=C1NC2C([N+](=O)[O-])=CC([N+](=O)[O-])=CC=C3CN(CN3n3ncnc3[N+](=O)[O-])C2N1n1nnc2ccccc21,6.12735,6.352684306487167
CC(Nc1nc(O)nc(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])n1)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.264814,4.615794644459761
CCOC(CCN[N+](=O)[O-])(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C1NCNC(=N[N+](=O)[O-])N1,7.0861583,5.449503208206872
O=[N+]([O-])N=C1NCN=C2C([N+](=O)[O-])=C(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N=C(CO)N2CN1,7.861327,4.79884010135099
COCn1c(=O)n2n1CNC(=N[N+](=O)[O-])NCC1C3C(C12)N(NC(C)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)N3n1nccn1,6.748564,6.739712945240073
Cn1nc([N+](=O)[O-])c(C(CCF)(CCn2ccnn2)COCC(F)([N+](=O)[O-])[N+](=O)[O-])c1[N+](=O)[O-],6.6888723,4.584586952860549
CN(c1nc(-n2ccnn2)c2c(=O)c(c1[N+](=O)[O-])=NC([N+](=O)[O-])=CC([N+](=O)[O-])=CC=2[N+](=O)[O-])[N+](=O)[O-],6.9865127,5.47520739845604
CC(C)NN1C(=O)NC2C([N+](=O)[O-])=C(N)C([N+](=O)[O-])=C(N)C([N+](=O)[O-])=C3N(C4NCNC(=N[N+](=O)[O-])N4)CN3C21,6.469431,6.1684475647988055
CC(C)NN1CN2C3C(C4C3N(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CN4C3NCNC(=N[N+](=O)[O-])N3)N2C=NC([N+](=O)[O-])=N1,6.9713335,6.532596774389378
COCC(N)(CCCO[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],6.9359217,4.355575577142627
NC(=O)CC1=NC2=NC=NC=CN2C(c2cccc([N+](=O)[O-])c2[N+](=O)[O-])=N1,5.9351864,3.9172570387610985
O=[N+]([O-])c1cc([N+](=O)[O-])c2ncn3c(O)nc3c([N+](=O)[O-])c3nnn[nH]cc3c2c1,6.633991,4.117534100877197
CCOCN1CN(CCC(C)([N+](=O)[O-])[N+](=O)[O-])CN(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CN2CN=C([N+](=O)[O-])N=CN12,6.7741303,4.981054383748289
Nc1nonc2c(N)nonc3c(CCO)nc3c([N+](=O)[O-])c2n1,6.477021,4.0286940838646
O=C1c2nn(-n3cc([N+](=O)[O-])cn3)nc2-c2cc([N+](=O)[O-])c([N+](=O)[O-])cc3c(=O)c3nn3nc1n3nn2,6.9389215,5.3822632763682225
O=C1N(CN[N+](=O)[O-])C2C(C3c4c(cc([N+](=O)[O-])cc4[N+](=O)[O-])N=Nn4n(c(=O)n4-n4nnnc4[N+](=O)[O-])C32)N1n1ccnn1,7.5206842,5.883690013831405
CC(CNn1cc([N+](=O)[O-])c(O)n1)([N+](=O)[O-])[N+](=O)[O-],7.3597703,3.9911010628337795
CCOCc1cc(CCC(CCO[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])nc1[N+](=O)[O-],6.6188707,3.8475620525705025
CC(N)CCCC(=O)C(=O)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],5.984374,3.297218685794226
