smiles,D,SA
O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)C(CCc1nc([N+](=O)[O-])c([N+](=O)[O-])[nH]1)(CCC12C=CC=CC1=NN=N2)c1c[nH]nn1,6.009763,5.222029030993349
O=C1NC2CNC(=N[N+](=O)[O-])NCN3N(Nc4cnon4)CN3C2N1n1nc([N+](=O)[O-])cc1[N+](=O)[O-],7.3573923,6.129741552111789
Cn1nc([N+](=O)[O-])c(N2C(=O)NC3C2N(CC(N)=O)CN3Oc2c(C=O)cc([N+](=O)[O-])cc2[N+](=O)[O-])c1[N+](=O)[O-],6.441109,4.752867853543297
CN(CCC(CCN)(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1nnn[nH]1)[N+](=O)[O-],6.991344,4.804234316205722
Nc1n[nH]c(N2CCN(C(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C3C2N(CCO[N+](=O)[O-])CCN3N)n1,6.5406456,4.885261451154614
CC(N)Cc1nc2nc3nc(N)nonc3nnccn12,5.8710136,4.423502069963195
COCCN1CCN(CO[N+](=O)[O-])C2C1N(NC(C)(C)C)CCN2Nc1cnon1,5.5800877,4.945705660152228
N#CCN1CCN(n2c([N+](=O)[O-])nnc2[N+](=O)[O-])C2C1N(O)CCN2CCO[N+](=O)[O-],6.665552,4.905325893395235
CN([N+](=O)[O-])C(CCCO)(CCNCC(C)([N+](=O)[O-])[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.0249963,4.775104129554612
CC(Nc1c(-n2nccn2)no[n+]1[O-])([N+](=O)[O-])[N+](=O)[O-],7.752614,4.274020923596566
CON1C(=O)N(n2cnc([N+](=O)[O-])c2)C2C1C1C2N(c2c(C=O)cc([N+](=O)[O-])cc2[N+](=O)[O-])C(=O)N1C=O,6.305488,5.238410939283373
O=Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1C1=Nc2c([N+](=O)[O-])c(C(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])nnccnn21,6.8436675,4.49206459752479
CC(NN1C(=O)N(CC#N)C2(C)N(n3cc([N+](=O)[O-])cn3)C(=O)N(CC[N+](=O)[O-])C12C)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],6.7357802,5.60979929517573
O=[N+]([O-])NCN1CN(CCO[N+](=O)[O-])C2C1C1C2N(n2nccn2)CN1CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.1000233,5.813802784591427
CCC(CN1CN(CCN[N+](=O)[O-])CN(C23C=CC=CC2=NN=N3)CN(CC(N)=O)C1)([N+](=O)[O-])[N+](=O)[O-],6.0753355,5.071173318706476
CC(N)Cn1nc2c(n1)C(=O)C1=NN3CC(=CC=C([N+](=O)[O-])C=C1[N+](=O)[O-])C(=N3)C2=O,6.092435,6.30211937755813
COCN1CN(O)CN2CN3CC([N+](=O)[O-])=C([N+](=O)[O-])C([N+](=O)[O-])=C(C)C([N+](=O)[O-])=C3N=NNC=C12,6.3542967,5.13311696071573
O=[N+]([O-])OCCC(CCO)(CCC12N=NN=C1C=C([N+](=O)[O-])C=C2[N+](=O)[O-])n1nnc2cc([N+](=O)[O-])cc([N+](=O)[O-])c21,6.3570666,5.169720459322862
COCCc1cc([N+](=O)[O-])c(-n2nnnc2[N+](=O)[O-])cc1[N+](=O)[O-],6.6321015,3.01210949038055
Nc1nonc2n(c(=O)n1-n1cnc3c([N+](=O)[O-])cc([N+](=O)[O-])cc31)C1C2C2C1N(COCC(F)([N+](=O)[O-])[N+](=O)[O-])C(=O)N2F,7.13703,5.641410077387521
NC(=O)C12C=C([N+](=O)[O-])C=C([N+](=O)[O-])C1=NN=N2,6.721477,4.572130996911273
CCC(CNC1=NC([N+](=O)[O-])=CC([N+](=O)[O-])=CC=C2CC(=C1[N+](=O)[O-])N=C2n1cc([N+](=O)[O-])cn1)([N+](=O)[O-])[N+](=O)[O-],6.720518,5.637134981363147
CC(N)CC(=O)C(CCN(C)[N+](=O)[O-])N1CNC(=N[N+](=O)[O-])NC1,5.7741675,4.924728820140321
CN(N1CN(O)C2C3C(C21)N1CN(CC(C)([N+](=O)[O-])[N+](=O)[O-])C=NN=CN31)[N+](=O)[O-],6.47009,6.090986346434217
COCCN1C(=O)N(Nc2cnon2)C2=NON=C(N)C3(C)N2C(=O)N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C13C,6.632731,6.604238427513168
CN(CCN1CN(n2ncc([N+](=O)[O-])n2)C2C1C1C2N2C=CN=CN(CCCO[N+](=O)[O-])CN12)[N+](=O)[O-],6.2457356,5.8076057080198655
O=[N+]([O-])C1=CC2=NN=NC2(ONCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C([N+](=O)[O-])=C1,7.728507,5.049920040392632
O=C(C(c1cnc([N+](=O)[O-])[nH]1)n1cc([N+](=O)[O-])nn1)C12C=C([N+](=O)[O-])C=C([N+](=O)[O-])C1=NN=N2,6.879674,5.2208705716626485
O=C1NC2NN=NN=C3N(CN3C34C=C([N+](=O)[O-])C([N+](=O)[O-])=CC3=NN=N4)C2N1COCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.2507086,6.020954964191879
COCCCC(CCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],7.425881,4.668849088058379
COCCc1nnc([N+](=O)[O-])nnn2c(c1[N+](=O)[O-])N=C2CO,6.6421514,4.126273613123962
O=C(F)CCC(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],6.171089,2.486048328139903
CCOCN1CN(F)CN(CC(F)([N+](=O)[O-])[N+](=O)[O-])C1,6.900833,4.078900410776053
O=[N+]([O-])NCc1c([N+](=O)[O-])c(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c(-n2nccn2)c1[N+](=O)[O-],8.268689,4.177069426776715
O=[N+]([O-])OCCc1c([N+](=O)[O-])c([N+](=O)[O-])nc[nH]c2c(c1[N+](=O)[O-])C([N+](=O)[O-])=C2n1cc([N+](=O)[O-])cn1,7.193795,4.3601056099446485
O=[N+]([O-])c1ncnn1CCN(Cc1c[nH]nn1)[N+](=O)[O-],6.806305,4.021841894292537
Nc1c([N+](=O)[O-])cc([N+](=O)[O-])c(C(Nc2cnon2)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1[N+](=O)[O-],8.02026,4.616170143742131
Nc1nc2c([N+](=O)[O-])c3n[nH]c([N+](=O)[O-])c([N+](=O)[O-])nc3[nH]nc([N+](=O)[O-])nc12,7.9691668,4.331448465813365
