smiles,D,SA
c1cnn2c(Nc3cnon3)cn2nnn1,6.8790436,4.380003283040638
Nc1n[nH]c(OCCOF)n1,6.945805,3.753178500068941
CCC(CCC(=O)N1CN(COC)C2C3C(C21)N(CCOC)CN3COC)([N+](=O)[O-])[N+](=O)[O-],5.764513,5.188801051401839
COCN1CCN(O)C2C1C=C([N+](=O)[O-])N=CN1N2CCN1n1cc([N+](=O)[O-])cn1,6.0746703,5.2844699458665145
CC(CNC(Nc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)n1cc([N+](=O)[O-])cn1)([N+](=O)[O-])[N+](=O)[O-],7.09262,4.233050848211537
CC(N)CC(=O)C(=O)c1[nH]c([N+](=O)[O-])nc1[N+](=O)[O-],6.37282,3.985779329985478
CC(CON1CCN(n2nccn2)C2C1N(CCN[N+](=O)[O-])CCN2NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.1640697,5.635657354309334
CC(C)(COc1nnc(O)nn1)[N+](=O)[O-],6.3654165,3.638238888034686
COCc1nc2n(nnc3cc([N+](=O)[O-])c([N+](=O)[O-])cc3n1)C(n1nnnc1[N+](=O)[O-])=N2,6.938296,4.021946576495934
CC(C)(CN1CN(O)C2=NON=C(N)CN2C1)[N+](=O)[O-],6.000462,4.515254256929898
CCC(CCC(=O)N1C(=O)N(N)C2C1C1C2N([N+](=O)[O-])C(=O)N1CC(C)(C)N)([N+](=O)[O-])[N+](=O)[O-],6.1925316,5.410643406119044
COCCN1C(=O)NC2C1N(NC(C)(C)C)CN2C1NCNC(=N[N+](=O)[O-])N1,5.810503,5.324330170017863
COCN1CCN(COCC(F)([N+](=O)[O-])[N+](=O)[O-])C2C([N+](=O)[O-])=CC([N+](=O)[O-])=NN3N(O)CCN3C21,6.760694,5.327273612826135
Cn1nc([N+](=O)[O-])c2c(nc(CC(C)([N+](=O)[O-])[N+](=O)[O-])nc1[N+](=O)[O-])N=C2F,7.176972,4.613713776804361
CC(C)(N)CC(=O)C(=O)Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],5.9514065,3.0616916207920264
O=[N+]([O-])C(CCc1nc(Nc2cnon2)no1)([N+](=O)[O-])[N+](=O)[O-],7.827604,3.9379463663804266
N#CCCCC(N)(CCn1ncnc1[N+](=O)[O-])CC(N)=O,5.5110826,4.021384748031691
CCOCC(=O)C(Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1c([N+](=O)[O-])nn(C)c1[N+](=O)[O-],6.1186595,3.739572324627513
CCC(CNN1CN(n2ccnc2)C2C1C1C2N(n2nnnc2[N+](=O)[O-])CN1C=O)([N+](=O)[O-])[N+](=O)[O-],6.6212683,5.841332653928559
O=[N+]([O-])C(COC(F)(OC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])n1ccnc1)([N+](=O)[O-])[N+](=O)[O-],8.719192,4.8038456351260805
CC(N)CN1C(=O)N(CCN[N+](=O)[O-])C2(C)N(OCC(C)([N+](=O)[O-])[N+](=O)[O-])C(=O)N3C1=CC=C([N+](=O)[O-])C([N+](=O)[O-])=CC32C,6.1878257,6.706429106822343
O=[N+]([O-])c1nc([N+](=O)[O-])[nH]c2cnncn3c(-n4ccnn4)nc3nc2n1,7.0771794,4.31551894284729
O=C(C(NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N1CNC(=N[N+](=O)[O-])NC1)n1ccnn1,7.0857396,4.9365001811151625
COCN1C(=O)N(CN[N+](=O)[O-])C2C3C(C21)N(C(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)N3N,6.827762,5.430860991869969
CON1C(=O)N(CC(C)N)C2=NON=C(N)C3(C)N2C(=O)N(COCC(F)([N+](=O)[O-])[N+](=O)[O-])C13C,6.28968,6.5960756467031185
