smiles,D,SA
CCN(N1CN(n2ccnn2)C2C3C(C21)N1CN(Cc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])C=C([N+](=O)[O-])N=CN31)[N+](=O)[O-],6.30894,5.698194339033495
CCON1CCN2C1C([N+](=O)[O-])=CC([N+](=O)[O-])=CC([N+](=O)[O-])=C1N(COC)CCN12,5.9032288,5.08227360797278
O=C(CCC12C=C([N+](=O)[O-])C([N+](=O)[O-])=CC1=NN=N2)CN[N+](=O)[O-],6.595973,4.801393626388666
CC1=C([N+](=O)[O-])C=C([N+](=O)[O-])C2=C([N+](=O)[O-])C=C(O)C2=CC=C1[N+](=O)[O-],6.2710333,4.451094777577589
O=[N+]([O-])c1cn([N+](=O)[O-])nc1CO,7.883069,3.44521033824412
CC(C)NN1CCN(c2ccc([N+](=O)[O-])c([N+](=O)[O-])c2)C2C1N(CO)CCN2CN[N+](=O)[O-],5.7690163,4.554027398086882
COCCN1CCN(NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C2C1N(CC(C)(C)N)CCN2OCC(C)(C)[N+](=O)[O-],5.929096,5.109944999074543
COCc1nc(CC(F)([N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c2c1=NN=NNN=2,7.3343353,4.375137401551573
CON1CCN(C2NCNC(=N[N+](=O)[O-])N2)C2C1N(n1cc([N+](=O)[O-])nn1)CCN2n1nccn1,6.4409943,5.899704204628045
O=[N+]([O-])C1=NC=C2N(CN(NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CN1)CN2Nc1cnon1,7.086776,5.359228985294655
CC(C)(COc1c([N+](=O)[O-])c([N+](=O)[O-])nnc([N+](=O)[O-])n2c(c1[N+](=O)[O-])C([N+](=O)[O-])=C2CO)[N+](=O)[O-],7.2743106,4.519869609663058
COc1nc(CN[N+](=O)[O-])nc(Nc2cnon2)n1,6.7590256,3.663351507627082
CC(=O)N1CCN(N2CC([N+](=O)[O-])([N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])C2)C2C1N(C=O)CCN2N,6.3307114,5.255382829727164
O=[N+]([O-])N(CCC12C=CC=CC1=NN=N2)n1nccn1,5.9660087,4.988899237663581
CC(C)NN1CN(C(N)=O)CC([N+](=O)[O-])=C(O)C([N+](=O)[O-])=CC([N+](=O)[O-])=C2N(C1)CN2n1nnnc1[N+](=O)[O-],6.6083946,5.0039177936702846
O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)C(C(=O)C12C=CC=CC1=NN=N2)c1[nH]c([N+](=O)[O-])nc1[N+](=O)[O-],6.2519684,4.788805962959641
CCOCC(=O)C(C(C)=O)C(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,5.745837,3.3349611710013267
CC(N)CN1CCN2C1=NC(N)=NNC1C2N(C=O)CCN1NC(C)C,5.21494,5.165302938994687
CCC(CNC(=O)C(=O)C12C=CC=CC1=NN=N2)([N+](=O)[O-])[N+](=O)[O-],6.1534905,4.691278360116478
O=[N+]([O-])C1=CC([N+](=O)[O-])=CN(n2ccnn2)CN2C(=C1)C1C2C2C1N(C13C=CC=CC1=NN=N3)CN2[N+](=O)[O-],6.1770673,6.622677497144071
