smiles,D,SA
O=[N+]([O-])OCCNc1c([N+](=O)[O-])c(O)c([N+](=O)[O-])c(-c2nnc(-c3c([N+](=O)[O-])c(NCCO[N+](=O)[O-])c([N+](=O)[O-])c(N(CCO[N+](=O)[O-])[N+](=O)[O-])c3[N+](=O)[O-])o2)c1[N+](=O)[O-],8.072728,4.547887614558205
CC(C)(N)CC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],6.637154,3.403471856781474
O=[N+]([O-])OCCNc1c([N+](=O)[O-])c(O)c([N+](=O)[O-])c(O)c1[N+](=O)[O-],7.720016,3.294771265528478
CCN(CCC(=O)OCC(C)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],6.4084477,3.561961044260216
O=[N+]([O-])OCCNc1c([N+](=O)[O-])cc([N+](=O)[O-])c(/N=N/c2c([N+](=O)[O-])cc([N+](=O)[O-])c(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])c2[N+](=O)[O-])c1[N+](=O)[O-],7.8603754,3.955214168805856
Nc1c([N+](=O)[O-])cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc(C(=O)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c2[N+](=O)[O-])c1[N+](=O)[O-],8.413268,3.8597160505449466
CC(Cn1c([N+](=O)[O-])nnc1[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.197393,3.8469664741244696
CC(CN(CCN(CN(CC(C)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.8777575,4.243045832688747
NN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.7104225,3.9845342741648997
O=[N+]([O-])c1cc(-c2nc([N+](=O)[O-])n[nH]2)c([N+](=O)[O-])c([N+](=O)[O-])c1,7.775734,3.120294880161727
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2ncnc(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])c2[N+](=O)[O-])c([N+](=O)[O-])c1,7.2689505,3.200838421014148
O=C(CN(CN[N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.488534,3.991216914961015
O=C(OCC(COC(=O)N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.615827,4.449344984913331
Nc1c([N+](=O)[O-])cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c1[N+](=O)[O-],7.4222975,3.0450245306185906
O=[N+]([O-])c1c(O)c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c1O,8.4151125,2.8643493367892923
O=[N+]([O-])c1cc([N+](=O)[O-])c(Cn2cnnc2)c([N+](=O)[O-])c1,6.7531443,2.944352932173061
COCCN([N+](=O)[O-])[N+](=O)[O-],7.3341727,3.489415171462065
CC(CCN(C(=O)C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],7.932102,4.12986480196896
O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],8.183347,3.7149882274768107
O=[N+]([O-])c1cnc(Nc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,7.319538,2.7789364427915615
O=C(NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(C[C@@H](CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],8.763536,5.020824730611714
O=[N+]([O-])OCCN(CC1(CO[N+](=O)[O-])CN([N+](=O)[O-])CC(O)([N+](=O)[O-])C1)CC(O)([N+](=O)[O-])[N+](=O)[O-],7.464084,5.2792865186057325
O=[N+]([O-])c1ccc(-c2nc([N+](=O)[O-])n(-c3c([N+](=O)[O-])cc([N+](=O)[O-])c(O)c3[N+](=O)[O-])n2)c([N+](=O)[O-])c1,7.4279604,3.3437436681677557
CCC(CNc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],6.978771,3.262728456168597
