MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,heat_of_explosion,detonation_velocity,detonation_pressure
10.976393376795162,10.976393376795162,0.018469387755101874,-0.9698252078609224,0.6048852080121333,295.17100000000005,290.13100000000003,295.03013088,108,0,0.3062320563173469,-0.3260692800461013,0.3260692800461013,0.3062320563173469,1.0,1.5714285714285714,1.9523809523809523,16.638645916903855,10.17303668076005,2.3056592761097603,-2.0439822385605724,2.38986728836605,-2.0330595164359404,5.79829682553514,-0.4013972477798796,2.9035178635407957,2.663552922746615,691.7169894756795,15.568549621822843,9.917608527851847,9.917608527851847,9.896754605515328,5.145529911329107,5.145529911329107,3.6140282915727044,3.6140282915727044,2.355505028693273,2.355505028693273,1.5096047880321068,1.5096047880321068,-3.640000000000001,54713.89062056275,13.783863566244703,5.156244998461065,2.698159794025511,113.58265019638519,5.316788604006331,0.0,11.50524905251859,0.0,5.687386274683562,11.374772549367124,35.441636614597755,0.0,0.0,5.098681808301038,5.213385095654868,0.0,0.0,33.099510854989305,14.769933146453013,28.567407876569273,0.0,15.410748712256943,0.0,0.0,5.316788604006331,48.67253251483301,0.0,0.0,5.316788604006331,28.567407876569273,0.0,0.0,30.180681858709953,0.0,30.342954806296717,0.0,18.329577708536295,0.0,0.0,0.0,183.02,37.519478245187265,30.342954806296717,0.0,5.817862777835028,12.13273413692322,0.0,6.196843571613076,0.0,0.0,20.727537316263273,0.0,0.0,0.0,29.746150793650795,44.09076522738725,-2.9292566609977317,-0.018469387755101874,1.2409051398337114,1.2032382212144117,0.0,0.0,0.0,21,2,13,0,0,0,1,1,2,9,2,13,5,0,0,0,2,1.2728999999999997,66.07059999999997,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05,7.203,223.8
10.702161123708741,10.702161123708741,0.07731481481481484,-0.817617787855883,0.5910607474372718,280.156,276.124,280.01923184799995,102,0,0.4104979155518979,-0.3577015423450694,0.4104979155518979,0.3577015423450694,0.9,1.45,1.85,16.636967128107187,10.224209639218742,2.199030065771766,-1.9879640987329894,2.246167084267698,-1.9929622028000527,5.523936018144529,-0.39371835410493433,2.873795147780361,2.565711944911516,691.7474437542667,14.861442840636293,9.44217239254143,9.44217239254143,9.379917853109717,4.892403935671081,4.892403935671081,3.5002492788210886,3.5002492788210886,2.2418292084582156,2.2418292084582156,1.3874817492604736,1.3874817492604736,-3.440000000000001,33655.01497565581,13.002608745284633,4.67601829002758,2.3770419691982467,108.24275949937248,10.114318268765572,11.295525379914114,0.0,0.0,11.374772549367124,5.817862777835028,20.228636537531145,0.0,4.681802935145185,0.0,0.0,4.923311048817671,12.13273413692322,26.813760536435378,14.769933146453013,17.19263532720215,0.0,14.993869839101091,0.0,0.0,0.0,54.73889958329462,0.0,5.687386274683562,0.0,17.19263532720215,0.0,0.0,29.7638029855541,0.0,30.342954806296717,0.0,24.395944776997904,0.0,5.687386274683562,0.0,160.13000000000002,31.96256847365516,30.342954806296717,0.0,5.687386274683562,0.0,29.07774771214309,0.0,0.0,0.0,10.312066903955905,0.0,0.8453703703703703,0.0,29.428008314436887,38.477171831695635,-1.1470313681027966,-0.5841118669690097,2.755607835726883,0.8916515495086923,0.0,0.0,0.0,20,0,12,0,0,0,1,1,2,9,0,12,4,0,0,0,2,0.9918999999999996,61.32219999999999,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.27,7.131,217.9
10.770772234819853,10.770772234819853,0.044351851851851753,-0.9236363063744015,0.5910607474372718,280.156,276.124,280.01923184799995,102,0,0.41049787350987077,-0.35770154234526785,0.41049787350987077,0.35770154234526785,0.95,1.6,2.1,16.642394262974246,10.219605876193162,2.251173644610281,-1.9875466062512064,2.283984559068931,-2.0018644290799266,5.573429872952953,-0.4220385638525873,2.870849778110449,2.522880766385816,723.9974437542668,14.861442840636293,9.44217239254143,9.44217239254143,9.396754605515325,4.898386999814789,4.898386999814789,3.4656571868239068,3.4656571868239068,2.2852837990887584,2.2852837990887584,1.4197951064366756,1.4197951064366756,-3.440000000000001,34068.3743168367,13.002608745284633,4.67601829002758,2.241471836419752,108.24275949937248,10.114318268765572,11.295525379914114,0.0,0.0,0.0,17.19263532720215,20.228636537531145,0.0,4.681802935145185,0.0,0.0,10.989678117279281,12.13273413692322,20.74739346797377,14.769933146453013,17.19263532720215,0.0,14.993869839101091,0.0,0.0,0.0,54.73889958329462,0.0,5.687386274683562,0.0,17.19263532720215,0.0,0.0,29.7638029855541,0.0,30.342954806296717,0.0,24.395944776997904,0.0,5.687386274683562,0.0,160.13000000000002,31.96256847365516,30.342954806296717,0.0,5.687386274683562,0.0,23.01138064368148,6.06636706846161,0.0,0.0,10.312066903955905,0.0,0.9115665154950869,0.0,29.262443573108257,38.52108302889057,-1.387112885277568,-0.5499945935164192,2.9732719198790627,0.9354091080876796,0.0,0.0,0.0,20,0,12,0,0,0,1,1,2,9,0,12,4,0,0,0,2,0.9918999999999996,61.32219999999999,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,7.175,220.6
11.435387377173093,11.435387377173093,0.41202947845805005,-1.1720118417737462,0.4096632127611865,420.2100000000002,416.17800000000017,420.0050383279999,152,0,0.30847370495342885,-0.2583048385479347,0.30847370495342885,0.2583048385479347,0.6333333333333333,1.0666666666666667,1.5,16.644976448443323,10.155608420512388,2.347779191923474,-2.050295344400748,2.3888300744518487,-2.0730160102027533,5.8892959569316785,-0.4023960447223746,3.0864615687489003,2.5037360339808927,1262.638470355956,22.32554445577405,13.9695927453968,13.9695927453968,14.022652263201559,7.323997317108892,7.323997317108892,5.452051665101369,5.452051665101369,3.7947670619578515,3.7947670619578515,2.5915604766114697,2.5915604766114697,-5.160000000000001,3725001.0839379476,19.597427688726704,6.776407678539826,3.0424132088421176,160.23037547610733,0.0,5.516700717616262,5.516700717616262,5.687386274683562,11.374772549367124,17.062158824050687,50.57159134382786,0.0,4.681802935145185,5.098681808301038,5.213385095654868,0.0,6.06636706846161,42.81565644947319,24.616555244088353,39.47033280865033,0.0,14.993869839101091,0.0,0.0,0.0,74.83705961767431,0.0,5.687386274683562,0.0,28.43693137341781,0.0,0.0,39.61042508318945,0.0,50.57159134382786,0.0,24.26546827384644,0.0,16.720787709916085,0.0,246.41,69.77427432742225,50.57159134382786,0.0,0.0,22.880904140530014,6.06636706846161,0.0,0.0,0.0,10.312066903955905,0.0,0.41202947845805005,0.0,50.70617803559543,63.04220843553726,-6.952515169648104,0.0,2.1254325533907057,0.0,0.0,0.0,0.0,30,0,18,0,0,0,2,1,3,13,0,18,6,0,0,0,3,1.9615000000000005,92.13700000000004,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.46,7.415,242.5
11.440556867808851,11.440556867808851,0.3722071050642479,-1.1804861111111107,0.4096632127611865,420.2100000000002,416.17800000000017,420.0050383279999,152,0,0.3084780150491679,-0.2583048310283735,0.3084780150491679,0.2583048310283735,0.6333333333333333,1.0666666666666667,1.5,16.645062530454016,10.153563072928945,2.3551071684486815,-2.0528971772396254,2.3946099223537978,-2.0801363060870375,5.89470149596795,-0.4023910879060824,3.087492188479591,2.507542115643818,1262.638470355956,22.32554445577405,13.9695927453968,13.9695927453968,14.02265226320156,7.323997317108892,7.323997317108892,5.452051665101369,5.452051665101369,3.7861190389585566,3.7861190389585566,2.612236465111821,2.612236465111821,-5.160000000000002,3715006.4508349374,19.597427688726697,6.776407678539823,3.042413208842116,160.23037547610733,0.0,5.516700717616262,5.516700717616262,5.687386274683562,11.374772549367124,17.062158824050687,50.57159134382786,0.0,4.681802935145185,5.098681808301038,5.213385095654868,0.0,6.06636706846161,42.81565644947319,24.616555244088353,39.47033280865033,0.0,14.993869839101091,0.0,0.0,0.0,74.8370596176743,0.0,5.687386274683562,0.0,28.43693137341781,0.0,0.0,39.61042508318945,0.0,50.57159134382786,0.0,24.26546827384644,0.0,16.720787709916085,0.0,246.41,69.77427432742225,50.57159134382786,0.0,0.0,22.880904140530014,6.06636706846161,0.0,0.0,0.0,10.312066903955905,0.0,0.3722071050642479,0.0,50.747800801424546,63.13336029373999,-7.031423755784327,0.0,2.1113888888888885,0.0,0.0,0.0,0.0,30,0,18,0,0,0,2,1,3,13,0,18,6,0,0,0,3,1.961500000000001,92.13700000000004,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41,7.396,241.3
11.73614770700567,11.73614770700567,0.17842406925018683,-1.1066356062106149,0.1872006904028241,582.3180000000003,576.2700000000003,582.0228136320001,210,0,0.308473644884261,-0.2583022945869862,0.308473644884261,0.2583022945869862,0.4523809523809524,0.7380952380952381,0.9761904761904762,16.649195665759866,10.151078505166552,2.3548296813544685,-2.06075448301679,2.3983841948759492,-2.0746557702729826,5.934741092974042,-0.4027437965314726,3.527005267590848,1.8084157690959723,1864.815453818387,30.618073195657992,19.729644246703607,19.729644246703607,19.793509211030653,10.638273418158164,10.638273418158164,8.040044346940114,8.040044346940114,5.752826971126273,5.752826971126273,4.047795424355596,4.047795424355596,-7.140000000000002,1832501691.789683,26.466450329501445,9.252803060480446,4.040300219261257,224.4174449427185,0.0,11.033401435232523,0.0,11.374772549367124,11.374772549367124,22.74954509873425,60.685909612593434,0.0,9.36360587029037,10.197363616602075,10.426770191309735,12.13273413692322,0.0,64.838736001985,29.539866292906023,56.191120518566414,0.0,29.987739678202182,0.0,0.0,0.0,97.08411202336309,0.0,11.374772549367124,0.0,34.124317648101375,0.0,0.0,59.52760597110821,0.0,60.685909612593434,0.0,36.39820241076966,0.0,33.44157541983217,0.0,320.26,75.03895649037452,60.685909612593434,0.0,22.066802870465047,33.62907414413681,12.13273413692322,0.0,0.0,0.0,20.62413380791181,0.0,1.2868310657596367,0.0,62.78439934630899,84.28886860060436,-8.47341265988896,0.0,4.113313647215995,0.0,0.0,0.0,0.0,42,0,24,0,0,0,3,2,5,18,0,24,8,0,0,0,5,2.603600000000002,131.21439999999998,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.27,7.139,223.6
11.790010756796125,11.790010756796125,0.10722440728663596,-1.1281965965398508,0.1872006904028241,582.3180000000003,576.2700000000003,582.0228136320001,210,0,0.30847364484984596,-0.2583022945869862,0.30847364484984596,0.2583022945869862,0.4523809523809524,0.7619047619047619,1.0238095238095237,16.649196123702996,10.150330031218225,2.355563232738953,-2.0663580245136415,2.3992182124608172,-2.080925821895249,5.9349070998305,-0.402738818056567,3.527028952073331,1.8679902913190845,1869.3154538183867,30.618073195657992,19.729644246703607,19.729644246703607,19.793509211030653,10.638273418158164,10.638273418158164,8.040044346940114,8.040044346940114,5.752826971126273,5.752826971126273,4.047795424355596,4.047795424355596,-7.140000000000002,1832046680.1441267,26.466450329501445,9.252803060480446,4.040300219261257,224.4174449427185,0.0,11.033401435232523,0.0,11.374772549367124,11.374772549367124,22.74954509873425,60.685909612593434,0.0,9.36360587029037,10.197363616602075,10.426770191309735,12.13273413692322,0.0,64.838736001985,29.539866292906023,56.191120518566414,0.0,29.987739678202182,0.0,0.0,0.0,97.08411202336309,0.0,11.374772549367124,0.0,34.124317648101375,0.0,0.0,59.52760597110821,0.0,60.685909612593434,0.0,36.39820241076966,0.0,33.44157541983217,0.0,320.26,75.03895649037452,60.685909612593434,0.0,22.066802870465047,33.62907414413681,12.13273413692322,0.0,0.0,0.0,20.62413380791181,0.0,1.2039023957710826,0.0,62.95203404233115,84.562427045492,-8.745433169493273,0.0,4.0270696858990505,0.0,0.0,0.0,0.0,42,0,24,0,0,0,3,2,5,18,0,24,8,0,0,0,5,2.603600000000002,131.21439999999998,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.27,7.137,223.5
10.95837679516251,10.95837679516251,0.19902494331065745,-0.9939181783824642,0.5833750430829787,296.159,292.127,296.02537984799994,108,0,0.30627707696476214,-0.31173758583102174,0.31173758583102174,0.30627707696476214,1.0,1.5714285714285714,1.9523809523809523,16.638661230844104,10.175479726738013,2.307501755489518,-2.040440018558419,2.3876251105420736,-2.0392441027418187,5.7928531873541305,-0.4013993018417651,2.9035178635407957,2.663552922746615,691.7169894756795,15.568549621822843,9.78747185416218,9.78747185416218,9.896754605515328,5.018179642139481,5.018179642139481,3.505203784080701,3.505203784080701,2.274442381221847,2.274442381221847,1.4493541124119849,1.4493541124119849,-3.7100000000000013,54713.89062056275,13.715440199973633,5.113626263034511,2.671051275666679,112.77075174573642,5.316788604006331,0.0,5.687386274683562,5.948339280986494,5.687386274683562,11.374772549367124,30.342954806296717,5.098681808301038,0.0,0.0,5.098681808301038,10.426770191309735,0.0,26.902667283376232,14.769933146453013,28.69788437972074,0.0,20.62413380791181,0.0,0.0,5.316788604006331,42.475688943219936,0.0,0.0,5.316788604006331,28.69788437972074,0.0,0.0,35.394066954364824,0.0,30.342954806296717,0.0,12.13273413692322,0.0,0.0,0.0,195.91,37.519478245187265,30.342954806296717,0.0,5.948339280986494,12.13273413692322,0.0,0.0,0.0,0.0,25.94092241191814,0.0,0.0,0.0,29.63677351033006,46.769166587931466,-3.0663010204081624,-0.19902494331065745,1.1927191987906274,0.0,0.0,0.0,0.0,21,2,14,0,0,0,1,1,2,10,2,14,5,0,0,0,2,0.6678999999999998,63.86559999999998,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,6,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.22,7.617,255.6
11.42256587511548,11.42256587511548,0.3386586146804398,-1.150149439405391,0.4096632127611865,420.2100000000002,416.17800000000017,420.0050383279999,152,0,0.34792818289849214,-0.2583022945869862,0.34792818289849214,0.2583022945869862,0.6333333333333333,1.1,1.5333333333333334,16.648041697735163,10.156057479031258,2.347898100857355,-2.050416359019287,2.3882605152118512,-2.0737114577182307,5.852733930932983,-0.4218921212291669,3.0760673470728714,2.458447321024396,1262.638470355956,22.32554445577405,13.9695927453968,13.9695927453968,14.02265226320156,7.323997317108892,7.323997317108892,5.449060133029515,5.449060133029515,3.805675972453987,3.805675972453987,2.59375056443921,2.59375056443921,-5.160000000000002,3693335.6294752904,19.597427688726697,6.776407678539823,3.042413208842116,160.23037547610733,0.0,11.033401435232523,0.0,5.687386274683562,5.687386274683562,22.74954509873425,50.57159134382786,0.0,4.681802935145185,5.098681808301038,5.213385095654868,0.0,0.0,48.882023517934805,24.616555244088353,39.47033280865033,0.0,14.993869839101091,0.0,0.0,0.0,74.8370596176743,0.0,5.687386274683562,0.0,28.43693137341781,0.0,0.0,39.61042508318945,0.0,50.57159134382786,0.0,24.26546827384644,0.0,16.720787709916085,0.0,246.41,64.257573609806,50.57159134382786,0.0,5.516700717616262,28.947271208991623,0.0,0.0,0.0,0.0,10.312066903955905,0.0,0.47822562358276643,0.0,50.46934079161713,62.99486882542529,-6.769471805251025,0.0,2.160369897959183,0.0,0.0,0.0,0.0,30,0,18,0,0,0,2,1,3,13,0,18,6,0,0,0,3,1.961500000000001,92.13700000000004,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,7.428,243.3
11.446970329853244,11.446970329853244,0.4197694122214739,-1.1705083655563042,0.32148525155175517,506.2600000000003,500.21200000000033,506.0166656319999,184,0,0.3084525712411593,-0.32604759394328325,0.32604759394328325,0.3084525712411593,0.6111111111111112,1.0,1.3611111111111112,16.649063880275285,10.169143569806025,2.3411756055869115,-2.052610886177551,2.404367674794826,-2.0643376623001735,5.802828736414701,-0.4025237209420874,3.2506440868213122,2.1962524618921693,1427.4596364300019,26.894458556526395,16.81065319101411,16.81065319101411,16.810345963436262,8.736019713120976,8.736019713120976,6.407660608192511,6.407660608192511,4.319907955834588,4.319907955834588,2.885522121578869,2.885522121578869,-6.220000000000002,56671104.88597809,24.42297061175379,8.962836783978872,4.46745881327888,192.80864305654399,5.316788604006331,0.0,11.50524905251859,5.687386274683562,11.374772549367124,22.74954509873425,60.685909612593434,4.681802935145185,0.0,5.098681808301038,5.213385095654868,0.0,0.0,60.002178138365544,29.539866292906023,45.62956670061996,0.0,14.993869839101091,0.0,0.0,5.316788604006331,91.14822145805294,0.0,5.687386274683562,5.316788604006331,45.62956670061996,0.0,0.0,44.53373613200712,0.0,60.685909612593434,0.0,30.462311845459514,0.0,5.687386274683562,0.0,301.58,80.85681926820953,60.685909612593434,0.0,0.0,35.1441147806047,0.0,0.0,0.0,0.0,15.628855507962236,0.0,0.4358952191987906,0.0,60.77535890475083,76.6653430484071,-8.193089839719146,-0.5722205950281352,1.6843176337687382,0.7043956286218194,0.0,0.0,0.0,36,1,22,0,0,0,2,1,3,16,1,22,9,0,0,0,3,2.4601000000000006,111.01010000000002,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,7.4,239.5
